"text","val"
"@FastassFastass @sarenzaaa ควยสวยมากกกก... รับสมัรช่างภาพส่วนตัวไหมคับ ","positive"
"8 ko tha paper, dil chah raha tha mood khraab krney ka, bhala ho Gang ka, ice cream khila k set krdiya :P https://t.co/AOMx5KOO3M","negative"
"aise hi joke tha :p 5 Months For MOHENJODARO  https://t.co/AT5QGYp0qt","negative"
"RT @Ashton5SOS: i cant wait to see you tonight Manila, its gonna be a show we'll talk about for the rest of our time!! :D xx https://t.co/V…","negative"
"@mudazir bhai mind mat krna main mazak Jr RHA tha. :-)","positive"
"@NEHA_KHN inka erada bahar convocation kerny ka tha.. but rain ruined their plan :D seeeeee..... https://t.co/Wi1ep58kwL","negative"
"@DuaJaved2 3 saal se kia mustafa kamal mar gaya tha achanak uska zameer qn Jaga? #justasking ","positive"
"@gauravktiwari waise Aaj mera Gulabo pine ka man tha par yaha salla green Kingfisher hi padi hai. bencho! :D https://t.co/8FQTTCexj1","negative"
"Ummm ho ho khub kati respect garxu k tha hajur lai  https://t.co/JoDgKT3vJZ","positive"
"RT @Farhan_Subhani: @saranoo14119598 Ma na itna serious ho ka bhe nahe twit keya tha... :-P..... Kadee kadee huss v leyaa karooo :-).","positive"
"@aishaamirzaa haha :D :D\nmeans engineering karna mera acha decision tha )","positive"
"@TheUnsent_draft  Bata kar aana tha na ","positive"
"hahaha :p wo actually madm ny tareef ka bola tha na tbi kaha, wesy inka or mera profession same ha na tb zdw bt hoti https://t.co/QO8SCPKYRx","negative"
"@grimestrash :-) tha ks for the pic","positive"
"@EnedeMordor nice panqueques ! ","positive"
"Bhai tu tan kyun ho gaya :p\nfan hona tha re LOL\n#फैन_देखेंगे_क्योंकि https://t.co/gaNMxD4OzS","negative"
"@ImranKhanPTI some people say ""pehle mei b imran khan ko support karta tha"" idk what kind of ppl they are. I am with you forever  ","positive"
"After all birthday surprise arrange krne main jo busy tha :p  https://t.co/2TdQOemKsJ","negative"
"@STAN_Official tha se kanw pioitoi esena  Egrapses ✌✌✌","positive"
"@raggedtag Shir Shir ke cultural festival se pahle hai .... Barish ka announce ho gaya tha ","positive"
"@KlasraRauf @agniipath  filmon ki baat na karain. Filmain to chup chup ke GenZia bhi dekhta tha. Dushmani apni jaga filmain apni jaga ","positive"
"@_NamToe_ t stream nguyên tối, ở nhà 1 mình tha hồ gào thét )","positive"
"RT @letterforme_JKT: Sampai jumpa besok hari minggu di kedai kopi semanan. Kita perfome jam 5 sore \n#seeyou","positive"
"@DeepakU12158969 \n@BHUPENNDER BHUP\nIs bat ka jawab tha...:p https://t.co/QkTTsTtPqZ","negative"
"@bunlimted : Yeh to wahi hai na jinka band baja tha Kanhaiya Kumar ke chakkar mein. @rani_mou ","positive"
"being_ahmad tha shaid :p https://t.co/fd1Tq9bmHI","negative"
"Sometimes talking to ur best friend  is tha only therapy u need.. ","positive"
"RT @N_THA_BEE: Lol, you love a lotta things don't ya? That's a good thing ""@Nsoh_Magubane: N_THA_BEE mmm i love those""","positive"
"RT @ReallySwara: Woman of pure wonder @rohiniyer Kya baat hai! Vaisey Hamey toh pehley hi pata tha💃 @MediaRaindrop @raindropaltego https:…","positive"
"Lol, you love a lotta things don't ya? That's a good thing ""@Nsoh_Magubane: N_THA_BEE mmm i love those""","positive"
"mjh bi ase aya tha msg but kaha tha k ma is time hospital ma ho or 100 ka load karva do wapis kr do gi . .:P  :P https://t.co/A4tSzNgSms","negative"
"why u always gotta make love wid tha lights of..*futures voice*turn on the lights n look into her n look intoo heeer :-)","positive"
"ᵀᴴᴵˢ ᴵˢ ᵀᴴᴱ ᵛᴬᶜᴬᵀᴵᴼᴺ ᵀᴵᴹᴱ  @ ท่ามหาราช Tha Maharaj https://t.co/ap1OsZc4pf","positive"
"Ngiring ngajeng semeton  (with Gek at Pasar Senggol Gianyar) — https://t.co/H4n9E5fpTS","positive"
"RT @ajanthan_vj: Expect TN, you guys are not competitive \nArrambam ellam Attagasama tha nirukum, piraku than Trousre kalaturinga!\n\n#Produ…","positive"
"RT @ajanthan_vj: Expect TN, you guys are not competitive \nArrambam ellam Attagasama tha nirukum, piraku than Trousre kalaturinga!\n\n#Produ…","positive"
"Expect TN, you guys are not competitive \nArrambam ellam Attagasama tha nirukum, piraku than Trousre kalaturinga!\n\n#ProducerWantedForAJITH","positive"
"À meia noite em ponto  a passar também por aqui pela tua rádio UniversidadeFM ... Pete Tha Zouk ... https://t.co/jeTOlBHzMh","positive"
"Vote dete samay kya hua tha :D :D :D https://t.co/SqLvsjKAJf","negative"
"@hanasheikh418 \nMujhe lag raha tha aaj aayega...hope so jaldi aa jaaye...uffff ab wait nahi hota.....Good evening dear...","positive"
"RT @GenialMalik: @MohsinHijazee Mian sahab ney sirf pani poocha tha woh hud uth kar pass hi para pani pakar laey ","positive"
"@MohsinHijazee Mian sahab ney sirf pani poocha tha woh hud uth kar pass hi para pani pakar laey ","positive"
"@dontmesswithjo\n\nAND DONT THA FCK LET THEM TELL U SOMETHING ELSE ! \n\nUr on the right way....","positive"
"Haha ye b hai ap ko b wahin jo bandha hua tha :p  https://t.co/wfAzRzYdEf","negative"
"@rathoreinb Ye molvi kahin @asifishaque2016 to nahi tha? :P =D\n#LOL #Jokes #DesiJokes #Humor #Funny #Pakistan #Molvi https://t.co/EZMoYAZ09c","negative"
"RT @Zahriano: Sardar marr gaya tha ab kaha se post karta?:P @SRKsCigarette @SKsCombatant @saleem0anwer @SrksDevotee2 https://t.co/BwB50jHlJ0","negative"
"RT @Zahriano: Sardar marr gaya tha ab kaha se post karta?:P @SRKsCigarette @SKsCombatant @saleem0anwer @SrksDevotee2 https://t.co/BwB50jHlJ0","negative"
"Sardar marr gaya tha ab kaha se post karta?:P @SRKsCigarette @SKsCombatant @saleem0anwer @SrksDevotee2 https://t.co/BwB50jHlJ0","negative"
"IshQ nA dEsi kAr diA \n.\nGalib \n.\nWarNa paSsPorT tOu apNa B AmErica Ka Tha  — feeling funny","positive"
"RT @iam_zaid: @anushah7045 Acha tha Lol. Atleast you tried it means a lot! ","positive"
"Ayer pague el celular y quede pobre xd PERO POBRE! O SEA NI PARA UN DULCE TENGO y estamos recien a 12  +","positive"
"@anushah7045 Acha tha Lol. Atleast you tried it means a lot! ","positive"
"صباح الخير  يا #مصريين\nبالصور تنفيذ 12 صومعة غلال بسموحة بتكلفة 140 مليون جنيه\nخليك الاعلام البديل #الشيـــــر... https://t.co/8Oxi7Sx6iF","positive"
"Quà cuối tuần + chống bơ =))\n1. Bão wall (nhẹ :v )\n2. Tha &lt;3 ava +a.b :-* \n3. KW (ng` quen  )\n4. FS idol :-*... https://t.co/hkLxIlzjy5","positive"
"Every Pakistani After a Haircut.\nYaar Mainey Usey Kaha Bhi\nTha Phir b Usnay Meray Baal\nItnay Chotay Ker Diay :-):-):-)","positive"
"RT @RoshanRahayn: @ajeebjj39 \nBicharhnay walay myn sub Kuch tha, baywafai Na thi ","positive"
"@sheharbanosays @zaneeramaryam hmm mny bhi kal dekha tha ","positive"
"@ajeebjj39 \nBicharhnay walay myn sub Kuch tha, baywafai Na thi ","positive"
"RT @SRKian_Khaan: @RomaIsrani @Imab1d haan haan Roma ku to pori duniyaa janti hai...isleya tu kal Roma trend hoya tha ","positive"
"@iamsharmi7 Don't worry dia...Bahut h Shazad k liye..He played some good shots..but tution janaa chaiye tha..studies r more imp yrr","positive"
"RT @Takaishii: .@TrollwutTV Testet euch  Seid ihr auch einer? https://t.co/QdPcVIYd9y","positive"
"mazak tha :p https://t.co/V5P6W3LEmo","negative"
"Guten Morgen luke_tha!  https://t.co/MDNVSMgqAl","positive"
"RT @fabya: @JAMES_Tha_Dj @PurdyShelly @kimmiefield @ioanalala @_xFreakkkkkk @_Angie_J @MissTrickyNicki @_goDJ_ namaste ","positive"
"Just smile  @ ท่ามหาราช Tha Maharaj https://t.co/OQ0BCDO8K3","positive"
"Tha mi anns mo leabaidh fhathast. Snog ","positive"
"RT @ofcaldub_AKLAN: Haaay.. Ang sarap na ng tulog ko nito \n@aldenrichards02 \n-tha\n#ALDUBAngPagdalaw \n(C) mrleoblnt IG https://t.co/BXoxJa…","positive"
"Ip Man 3, Deadpool done  waiting divergent 3 :D","positive"
"bro apko apna password yad tha ?\nbari bat ha\nwelcome back  https://t.co/Xyc5Vbhkdl","positive"
"@siddharth_rjain Hiii...kaisa hai yar? Kabhi socha na tha ki yu miloge tum!  \nCongratulations for #pioma \nMemory boosters: Kota, Hostel","positive"
"@silkeesbhatt click nahi kia poora pic , kal sham ko banaya tha ...\nbook the ticket ... welcome anytime )","positive"
"RT @AnLochran: @GaidhligOG Tha is sinne, agus chruthaich sinn facal ùr airson a-nochd - ""raveamaid""! Beachd an toiseach bho @Raveloid  #U…","positive"
"@R00mi1 ji i know. maine parh k he ap se share kia tha ","positive"
"Jb ye pet me the to glti se inki mummy ne mushroom smjhkr kukurmutta kha liya tha.or ye pet hi me azadi magne lge :P https://t.co/wdGYqL81U7","negative"
"@nidhik6907 me too re ... bdw Wo din atcha tha yaa aab? :p","negative"
"RT @EcQSunG: ความสุขของพรีมาดอนน่าคือการที่ได้เห็นเอฟทีเดินตามความฝันของตัวเอง โดยมีพรีมาดอนน่าอยู่เป็นกำลังใจข้างหลังเสมอ  #รีล่า","positive"
"@keyurhere Iskar ulta hona chaahiye tha ","positive"
"Kurangi BAPER -_-\nPerbanyak istighfar ","positive"
"Lol. Will you say yes?: Of course you will say yes! You can change the ring later...:-) https://t.co/t4zrLoPc6F","positive"
":-) wish she loved me like tha way i love writin poems of her","positive"
"Asrar Da band. (Sorry musa reh gya tha) :p https://t.co/Pk2jSjxqGQ","negative"
"RT @dentbear: คำตอบของเด็กสมัยนี้ น่าคิดนะ ว่าถูก หรือ ผิด  http://t.co/psxavt2I63","positive"
"RT @Ashton5SOS: i cant wait to see you tonight Manila, its gonna be a show we'll talk about for the rest of our time!! :D xx https://t.co/V…","negative"
"@celina_tha Trust me, I'm not. )","positive"
"off he tha abi abi on hua hu  https://t.co/5rgSp0w4dg","positive"
"@celina_tha Too many reasons. )","positive"
"@Ashishjourno @DrKumarVishwas MITRO, Achche Din Ayenge.\nYe Jumla kisne feka tha?\n\nJawab do, enam pao. ","positive"
"Jab bhi aakhri sans leta tha tumhara hi naam yaad ata tha. @missmalini ","positive"
"Behti hawa sa tha wo  https://t.co/39m9t86nee","positive"
"RT @richaanirudh: ""Aukat""..Kuch waqt pehle isi shabd ka istemaal @anjanaomkashyap ne bhi kia tha...Tab AAP ko bahut bura laga tha  https:…","positive"
"RT @richaanirudh: ""Aukat""..Kuch waqt pehle isi shabd ka istemaal @anjanaomkashyap ne bhi kia tha...Tab AAP ko bahut bura laga tha  https:…","positive"
"@ggrego same to the candidate condoning it ","positive"
"#HappyBirthdayAADee @itsaadee .. insta n sb jagah wish kr diya tha bhul gyi ki twitter b to hai ..:-)  just luv u infinity","positive"
" ♥""@Passomoleko: Coffee in the morning""","positive"
"@KajuKatli__ haha..mene b nahi kaha ki aapne tipa tha..I said ""same thoughts""  @itss_vaibhav","positive"
"So happy I get 2 take tha ap lit exam in tha morning ","positive"
"Andhero se tha mera rishta bada, tune hi ujalo se waqif kia, abb luta jo inn adhero me firr,  .. tohh paya hai khud ko begana yaha ","positive"
"@UPSeHu ))) bade bade yugpursho ka bhaar sambhala hua tha isne","positive"
"RT @lokeshbharadwaj: @MahaveerM_ @ibhagwa_n Jb 2.5 tolerant #maldariots kar rhe the tab @sagarikaghose ko motiabind ho gya tha.)","positive"
"@muzaffar_nadvi Jo Chowkidar 1965 Mein Tha, 1947 Mein Tha , 65 Saal Tak Jo Chowkidari Wali Party Thi usne Kia Kia ","positive"
"@ThaisCostaaa é difícil, Tha! Mas sempre tem aquela que temos vontade de ouvir cem vezes seguidas, né? O que importa é fazer bem! ","positive"
"@prashantsrk @iamsrk accha try tha.. ","positive"
"@Sirumi123 evanga tha :-))   @yamigautam","positive"
"@mavramalik1 hahaha good good :P aj e tw din tha aalo prathy ka  #rain","positive"
"@1800VON I Saw A Holiday Inn Down Tha Street ","positive"
"Ek shaqs rastay mein kahin choot gya tha us hadsay k bad yeh dil toot gya tha ","positive"
"W for tha boys ","positive"
"Kitny Sitam Karo Gy, Is Tooty Huwy Dil Par :-)\n\n......S,.,,,,\n\nThak Jao To Zaro0r Batana !! \nMera Jurm K­a Tha.::    \nSanjrani Mukhtiar","positive"
"@Pogo13627041 Zaroori tha ","positive"
"@Tha_mathiias de nada ","positive"
"what tha fuck ","positive"
"É, o barulho surgiu efeito, tô bem FELIZ! \n\nhttps://t.co/SYJ5g5e2kK","positive"
"@Celtic_Soul_85 och Seall sin. Tha 's tha mi 'n dòchas gu bheil latha a' cheart cho mór agad fhéin ","positive"
"@DirekMike @EatBulaga always abangers nmn po,direk,pwedi din isama s teleserye mga tha'ts my bae :-) \n#ALDUBPaandarNiDudang","positive"
"@thaispferr Obrigada, Tha, fofinha  muitíssimo obrigada pelo carinho 😘😘😘","positive"
"This boy is amazing! Talent has no limit.\n\nSpécial dédicace à toi, Oumar Ché-lo, tu comprendras  https://t.co/0Pq2UNTtlY","positive"
"Just when you thought your life was complete.... this. :D https://t.co/HiZ9ZaFeka","negative"
"RT @lokeshbharadwaj: @MahaveerM_ @ibhagwa_n Jb 2.5 tolerant #maldariots kar rhe the tab @sagarikaghose ko motiabind ho gya tha.)","positive"
"Agradeça a Alycia que fez um papel INCRÍVEL e deu audiência pra sua série na season 2.  https://t.co/ZwwCFPKL8d","positive"
"@thabarbosa3  oi tha barbosa Você é hu33 br? passa la e da uma comentadaa :D https://t.co/aETGm3pGLI","negative"
"RT @ofcaldub_AKLAN: Haaay.. Ang sarap na ng tulog ko nito \n@aldenrichards02 \n-tha\n#ALDUBAngPagdalaw \n(C) mrleoblnt IG https://t.co/BXoxJa…","positive"
"RT @ofcaldub_AKLAN: Haaay.. Ang sarap na ng tulog ko nito \n@aldenrichards02 \n-tha\n#ALDUBAngPagdalaw \n(C) mrleoblnt IG https://t.co/BXoxJa…","positive"
"@Keep_Tha_Faith there are. And thanks. ","positive"
"@Keep_Tha_Faith thanks, Caroline. Just realized Cold Play has a song with that title. We'll see if it stays. ","positive"
"RT @ofcaldub_AKLAN: Haaay.. Ang sarap na ng tulog ko nito \n@aldenrichards02 \n-tha\n#ALDUBAngPagdalaw \n(C) mrleoblnt IG https://t.co/BXoxJa…","positive"
"RT @ViratianBySoul: @IamVShilpa @im_nayana18 yaah \nBtw ... Toh kya hua tired tha so gya \nHappy Birthday Nayana 🎈","positive"
"RT @UberFacts:  https://t.co/fZsK7uXt9X","positive"
"RT @ViratianBySoul: @IamVShilpa @im_nayana18 yaah \nBtw ... Toh kya hua tired tha so gya \nHappy Birthday Nayana 🎈","positive"
"@IamVShilpa @im_nayana18 yaah \nBtw ... Toh kya hua tired tha so gya \nHappy Birthday Nayana 🎈","positive"
"RT @mwabask: #FollowFriday @HeavykDrumboss @ReadaBookSA @tha_jayman top Influencers this week! Have a great weekend  (Via https://t.co/c9…","positive"
"RT @Trazlersgal: @KatKACanada @JAMES_Tha_Dj @ElizbethLManess @billone_joanne @designeranne80 @Sub_Anonima Thanks Kat!! ","positive"
"RT @raidityadika: Terkadang seseorang yang terus bersabar dan mengalah berada pada satu titik,yaitu""Lelah"" ","positive"
"insyallah kalau diizinkan Bulan Depan \n#bismillah","positive"
"@MahaveerM_ @ibhagwa_n Jb 2.5 tolerant #maldariots kar rhe the tab @sagarikaghose ko motiabind ho gya tha.)","positive"
"just what I needed  https://t.co/1JJMioSOyr","positive"
"@lostboy54 but I guess you're too late, conditional offer tha yaar. Aap na apne kaam pe hi dhyaan de. Thats the best )))))","positive"
"RT @ofcaldub_AKLAN: Haaay.. Ang sarap na ng tulog ko nito \n@aldenrichards02 \n-tha\n#ALDUBAngPagdalaw \n(C) mrleoblnt IG https://t.co/BXoxJa…","positive"
"RT @ofcaldub_AKLAN: Haaay.. Ang sarap na ng tulog ko nito \n@aldenrichards02 \n-tha\n#ALDUBAngPagdalaw \n(C) mrleoblnt IG https://t.co/BXoxJa…","positive"
"@FiresStrider está muy chulo fires, a ver si lo continúas ","positive"
"RT @dj_tessai: @rednationman @Trazlersgal @theweymo @JAMES_Tha_Dj @Phoole @UrbanLoveUlcer Thanks friends, happy friday! ","positive"
"RT @Trazlersgal: @dj_tessai @rednationman @theweymo @JAMES_Tha_Dj @Phoole @UrbanLoveUlcer Thanks Mike! Happy weekend to you too! ","positive"
"RT @RevolutionMonk: Comrade @SitaramYechury, Azad Hindustan ka bhavishya nahi, kuch aur tha kanhaiya ke haath mein  https://t.co/zs9BRcsm…","positive"
"RT @ofcaldub_AKLAN: Haaay.. Ang sarap na ng tulog ko nito \n@aldenrichards02 \n-tha\n#ALDUBAngPagdalaw \n(C) mrleoblnt IG https://t.co/BXoxJa…","positive"
"RT @ofcaldub_AKLAN: Haaay.. Ang sarap na ng tulog ko nito \n@aldenrichards02 \n-tha\n#ALDUBAngPagdalaw \n(C) mrleoblnt IG https://t.co/BXoxJa…","positive"
"RT @ofcaldub_AKLAN: Haaay.. Ang sarap na ng tulog ko nito \n@aldenrichards02 \n-tha\n#ALDUBAngPagdalaw \n(C) mrleoblnt IG https://t.co/BXoxJa…","positive"
"@Tha_Los @lne_here ","positive"
"RT @ofcaldub_AKLAN: Haaay.. Ang sarap na ng tulog ko nito \n@aldenrichards02 \n-tha\n#ALDUBAngPagdalaw \n(C) mrleoblnt IG https://t.co/BXoxJa…","positive"
"Lets go to a nice restaurant n thn DANCE THA NITE AWAY!!!  https://t.co/fSPqsUX8te","positive"
"@FaZeReplayys no don't waste yur tyme on cos break tha disc ","positive"
"RT @ShreyaComa: SM: SORRY NA CAKE BOHT TASTY THA,KHAA GAYA\nSG: TUM MUJHSE BAAT MAT KARO #HappyBirthdayShreyaGhoshal :P https://t.co/4i8sVIr…","negative"
"#FollowFriday @HeavykDrumboss @ReadaBookSA @tha_jayman top Influencers this week! Have a great weekend  (Via https://t.co/c9DhcisCNw)","positive"
"RT @ofcaldub_AKLAN: Haaay.. Ang sarap na ng tulog ko nito \n@aldenrichards02 \n-tha\n#ALDUBAngPagdalaw \n(C) mrleoblnt IG https://t.co/BXoxJa…","positive"
"RT @SkizzyMars: 'im ready' on spotify https://t.co/h4hIDqvCs4\n\n@ChloeGMoretz told me this her favorite ","positive"
"@Miranda_tha_nr1 Thanks sweet Nienke ","positive"
"@kristyncole2 @ftballplayr38 me either !","positive"
"RT @ShreyaComa: SM: SORRY NA CAKE BOHT TASTY THA,KHAA GAYA\nSG: TUM MUJHSE BAAT MAT KARO #HappyBirthdayShreyaGhoshal :P https://t.co/4i8sVIr…","negative"
"@SimpTek slow cooked ur favorite in tha oven today bro @caribflavas. Lemme kno if u want any  #ribs","positive"
"RT @ShreyaComa: SM: SORRY NA CAKE BOHT TASTY THA,KHAA GAYA\nSG: TUM MUJHSE BAAT MAT KARO #HappyBirthdayShreyaGhoshal :P https://t.co/4i8sVIr…","negative"
"@MeeeZeus durust.. Except your course books 😜\nEk zamana tha, main bht purane newspaper le k beth jati thi parhne.\nPhir ye zamana a gya ","positive"
"@murtazazaidi_ bilkul sahi farmaya tha Maula Ali ne ","positive"
"#FollowFriday @DaBlastPromo4 @dirty4gangsta @THA_REAL_K_I_D top Influencers this week! Have a great weekend  &gt;&gt; https://t.co/weSOsHdv82","positive"
"     Bone Thugs-n-Harmony | Tha Crossroads | Sesame Street Version https://t.co/kZb99IepEQ via @YouTube","positive"
"Halaat ne itna niche giraya ke uthne k ilawa koi aur raasta e nai tha ","positive"
"RT @ofcaldub_AKLAN: Haaay.. Ang sarap na ng tulog ko nito \n@aldenrichards02 \n-tha\n#ALDUBAngPagdalaw \n(C) mrleoblnt IG https://t.co/BXoxJa…","positive"
"RT @sirkup: @mughalbha Sarkar somehow didnt see this before so iss liay shukria kehna zaroori tha ","positive"
"@mughalbha Sarkar somehow didnt see this before so iss liay shukria kehna zaroori tha ","positive"
"@SalmanAliSays 2009 WC me bhi aesa hua tha ","positive"
"@Qasimkhaan2 boring he tha tha tha :D and of course Lahore.. ","positive"
"@qualitythinkin @tanyalloyd @TheFirmNetworks @rdholmesy @kissafety Reight glad tha enjoyed thissen luv :-)","positive"
"@38vikki @iamsrk @raghuvendras @ranveerofficial @srkuniverse baniya ka dimag ,miya bhai ka daring teasr fadu tha ","positive"
"@sadaf10000 @biyaali57 @waqarzohaib qatil talash karta raha maqtool ko , aur maqtool tha Jo talashe qatil mai gum hogaya ","positive"
"SM: SORRY NA CAKE BOHT TASTY THA,KHAA GAYA\nSG: TUM MUJHSE BAAT MAT KARO #HappyBirthdayShreyaGhoshal :P https://t.co/4i8sVIrk42","negative"
"In janaab ko choor jana cahye tha :P :D\n@TheRealPCB https://t.co/v7wvjV0NFh","negative"
"@snowindark Mazak tha )))","positive"
"RT @AnnaKor19915816: #FF to the sweetest #BFFS ever 💓 I love you so much guys!  @DO5memo @CarlyMarieC @Miranda_tha_nr1 @elenipaganitsa @L…","positive"
"@dj_tessai @rednationman @theweymo @JAMES_Tha_Dj @Phoole @UrbanLoveUlcer Thanks Mike! Happy weekend to you too! ","positive"
"Mumtaz Bhutto Shb Ny Kaha Tha K Ghari Khuda ux Me Just Sheed Dafan Hoty Hain Kutty Nhi :P  https://t.co/p0p02KDZyk","negative"
"Dekha main Na kahta tha \n https://t.co/fl3Ltl3pjT","positive"
"@grantgust @candicekp @Tha_Los @KeiynanLonsdale I'm so happy the flash is getting a new season! congrats ","positive"
"RT @MisElizaJane: Wow!!! So stoked!! Congrats to all our fellow shows my #the100 FAM! #The100season4  https://t.co/yWfJvLawlz","positive"
"RT @AnnaKor19915816: #FF to the sweetest #BFFS ever 💓 I love you so much guys!  @DO5memo @CarlyMarieC @Miranda_tha_nr1 @elenipaganitsa @L…","positive"
"@ItnaCute tafree mein likha tha :P \nFormal is Thank you  😂😂","positive"
"RT @bilal_rja: mjhy phely he yakeen tha apni suchi mohabat pey..!\nAB mohabat zyada he suchi na nikal aye.pta lgye tu bhi nhi gya :P https:/…","negative"
"mjhy phely he yakeen tha apni suchi mohabat pey..!\nAB mohabat zyada he suchi na nikal aye.pta lgye tu bhi nhi gya :P https://t.co/tDWmzjHTUp","negative"
"RT @ofcaldub_AKLAN: Haaay.. Ang sarap na ng tulog ko nito \n@aldenrichards02 \n-tha\n#ALDUBAngPagdalaw \n(C) mrleoblnt IG https://t.co/BXoxJa…","positive"
"RT @Gudiya8SRK: @RaeesDilwaleFan ye baaki tha :D https://t.co/R55UOIf3M2","negative"
"@RaeesDilwaleFan ye baaki tha :D https://t.co/R55UOIf3M2","negative"
"@Beezy_B2 Oh, thank you ","positive"
"@insrkwetrust Okee, thnkz buddy.. Yahi janna tha,actuly  @iamsrk_manash @RomaIsrani","positive"
"RT @Gentsays: Tha, një rifillim i ri. :-)","positive"
"@Asim_Mir jab tak main ne tweet nhi ki, mujhe b aisa hi lag raha tha ","positive"
"@Augiedamous It's ""Tha Killa"", James Bond, not Tequila ))","positive"
"@saranoo14119598 Ma na itna serious ho ka bhe nahe twit keya tha... :-P..... Kadee kadee huss v leyaa karooo :-).","positive"
"RT @AnnaKor19915816: #FF to the sweetest #BFFS ever 💓 I love you so much guys!  @DO5memo @CarlyMarieC @Miranda_tha_nr1 @elenipaganitsa @L…","positive"
"RT @AmmyUmer: @ajmalkwazir pakistan ki badnaami karne walon ko award dena maqsad tha ","positive"
"@ajmalkwazir pakistan ki badnaami karne walon ko award dena maqsad tha ","positive"
"kitni sachai hai es shair mai \n~ Teri Halat Se Lagta Hai Tera Apna Tha Koi,   \nItni Sangdili Se Barbaad Koi Ghair Nahi Karta ~\n#UrduPoetry","positive"
"RT @UrbanLoveUlcer: @JAMES_Tha_Dj @julie102546 @mitchrace @RodeRobijn @JamieKirkham77 @RealDJParker @Phoole YO thanks James! ","positive"
"MQM Safai Moheem :D Ya Ilahi Yeh din b dekhna tha :p \n@PakistaniMN @Shahidmasooddr https://t.co/RQcRc36Z7D","negative"
"@AnnaKor19915816 @DO5memo @CarlyMarieC @Miranda_tha_nr1 @Luv_Miranda_C wwwww we love you too Anna  thank you","positive"
"@rednationman @Trazlersgal @theweymo @JAMES_Tha_Dj @Phoole @UrbanLoveUlcer Thanks friends, happy friday! ","positive"
"RT @Goharhasan: @PoliticsSuckSs @imranwaseem Doctor Shahid say pehlay Nusrat javed nay dekha dia tha ","positive"
"@ahmedashique ... beta tum bolta tha wrestler log ko follow karta hai aur yaha dekh rha hu mia khalifa ko tweet kar rhe  :-)","positive"
"@paobcgr @kkcrvenazvezda @novasports @Euroleague Kali epitixia panatha!!!!me tn simerini niki tha mou kanete t kalitero dwro genethliwn!! ","positive"
"Batana mai 21 wala tha :p Maine kaha munasib karleta hu 😁 — Hahah sahi https://t.co/m3CtmCfudP","negative"
"@arbasiddiqui @iqra_pti ""es ki ye majal"" wala tweet IQ k liye tha na? ","positive"
"Da ist der neue Mix :D Und wie gesagt, kein Track jünger als 10 Jahre ;)\n\nUnd wie haben wir damals bei Harderbase... https://t.co/HLh5xN5WnR","negative"
"RT @Goharhasan: @PoliticsSuckSs @imranwaseem Doctor Shahid say pehlay Nusrat javed nay dekha dia tha ","positive"
"Un ku batana tha mujhy twitter walay aur mean khud ku certified pagal qarar dey chuki hon  @mahobili  And above all, Ami: ""tum say zara sa","positive"
"@PoliticsSuckSs @imranwaseem Doctor Shahid say pehlay Nusrat javed nay dekha dia tha ","positive"
"Slutebunnyy_khan Alhamdulilah   \nset .... \n \nyar tumhara name cute hai... \nstart main' main female smjhta tha.. phr baadmain pta chal…","positive"
"But bunnyy_khan Alhamdulilah   \nset .... \n \nyar tumhara name cute hai... \nstart main' main female smjhta tha.. phr baadmain pta chala…","positive"
"NoDout bunnyy_khan Alhamdulilah   \nset .... \n \nyar tumhara name cute hai... \nstart main' main female smjhta tha.. phr baadmain pta ch…","positive"
"First bunnyy_khan Alhamdulilah   \nset .... \n \nyar tumhara name cute hai... \nstart main' main female smjhta tha.. phr baadmain pta cha…","positive"
"Agreebunnyy_khan Alhamdulilah   \nset .... \n \nyar tumhara name cute hai... \nstart main' main female smjhta tha.. phr baadmain pta chal…","positive"
"Zindabad bunnyy_khan Alhamdulilah   \nset .... \n \nyar tumhara name cute hai... \nstart main' main female smjhta tha.. phr baadmain pta …","positive"
"Pak bunnyy_khan Alhamdulilah   \nset .... \n \nyar tumhara name cute hai... \nstart main' main female smjhta tha.. phr baadmain pta chala…","positive"
"I Know bunnyy_khan Alhamdulilah   \nset .... \n \nyar tumhara name cute hai... \nstart main' main female smjhta tha.. phr baadmain pta ch…","positive"
"Acha bunnyy_khan Alhamdulilah   \nset .... \n \nyar tumhara name cute hai... \nstart main' main female smjhta tha.. phr baadmain pta chal…","positive"
"Excatly bunnyy_khan Alhamdulilah   \nset .... \n \nyar tumhara name cute hai... \nstart main' main female smjhta tha.. phr baadmain pta c…","positive"
"Hi bunnyy_khan Alhamdulilah   \nset .... \n \nyar tumhara name cute hai... \nstart main' main female smjhta tha.. phr baadmain pta chala …","positive"
"Hello bunnyy_khan Alhamdulilah   \nset .... \n \nyar tumhara name cute hai... \nstart main' main female smjhta tha.. phr baadmain pta cha…","positive"
"IK bunnyy_khan Alhamdulilah   \nset .... \n \nyar tumhara name cute hai... \nstart main' main female smjhta tha.. phr baadmain pta chala …","positive"
"Do U bunnyy_khan Alhamdulilah   \nset .... \n \nyar tumhara name cute hai... \nstart main' main female smjhta tha.. phr baadmain pta chal…","positive"
"PAT bunnyy_khan Alhamdulilah   \nset .... \n \nyar tumhara name cute hai... \nstart main' main female smjhta tha.. phr baadmain pta chala…","positive"
